word,char_count,value
burs,4,60
bursa,5,61
bursae,6,66
bursal,6,73
bursar,6,79
bursaries,9,112
bursars,7,98
bursary,7,104
bursas,6,80
bursate,7,86
burse,5,65
burseed,7,74
burseeds,8,93
bursera,7,84
burses,6,84
bursitis,8,117
bursitises,10,141
burst,5,80
bursted,7,89
burster,7,103
bursters,8,122
bursting,8,110
burstone,8,114
burstones,9,133
bursts,6,99
burthen,7,88
burthened,9,97
burthening,10,118
burthens,8,107
burton,6,90
burtons,7,109
burweed,7,78
burweeds,8,97
bury,4,66
burying,7,96
bus,3,42
busbar,6,63
busbars,7,82
busbies,7,77
busboy,6,84
busboys,7,103
busby,5,69
bused,5,51
buses,5,66
bush,4,50
bushbuck,8,87
bushbucks,9,106
bushed,6,59
bushel,6,67
busheled,8,76
busheler,8,90
bushelers,9,109
busheling,9,97
bushelled,9,88
bushelling,10,109
bushels,7,86
busher,6,73
bushers,7,92
bushes,6,74
bushfire,8,88
bushfires,9,107
bushgoat,8,93
bushgoats,9,112
bushido,7,78
bushidos,8,97
bushier,7,82
bushiest,8,103
bushily,7,96
bushiness,9,116
bushinesses,11,140
bushing,7,80
bushings,8,99
bushland,8,81
bushlands,9,100
bushless,8,105
bushlike,8,87
bushman,7,78
bushmaster,10,126
bushmasters,11,145
bushmen,7,82
bushpig,7,82
bushpigs,8,101
bushranger,10,113
bushrangers,11,132
bushranging,11,120
bushrangings,12,139
bushtit,7,99
bushtits,8,118
bushwa,6,74
bushwah,7,82
bushwahs,8,101
bushwas,7,93
bushwhack,9,96
bushwhacked,11,105
bushwhacker,11,119
bushwhackers,12,138
bushwhacking,12,126
bushwhacks,10,115
bushy,5,75
busied,6,60
busier,6,74
busies,6,75
busiest,7,95
busily,6,88
business,8,108
businesses,10,132
businesslike,12,145
businessman,11,136
businessmen,11,140
businesspeople,14,177
businessperson,14,195
businesspersons,15,214
businesswoman,13,174
businesswomen,13,178
busing,6,72
busings,7,91
busk,4,53
busked,6,62
busker,6,76
buskers,7,95
buskin,6,76
buskined,8,85
busking,7,83
buskins,7,95
busks,5,72
busload,7,74
busloads,8,93
busman,6,70
busmen,6,74
buss,4,61
bussed,6,70
busses,6,85
bussing,7,91
bussings,8,110
bust,4,62
bustard,7,85
bustards,8,104
busted,6,71
buster,6,85
busters,7,104
bustic,6,74
bustics,7,93
bustier,7,94
bustiers,8,113
bustiest,8,115
busting,7,92
bustle,6,79
bustled,7,83
bustles,7,98
bustline,8,102
bustlines,9,121
bustling,8,104
bustlingly,10,141
busts,5,81
busty,5,87
busulfan,8,96
busulfans,9,115
busy,4,67
busybodies,10,121
busybody,8,113
busying,7,97
busyness,8,124
busynesses,10,148
busywork,8,134
busyworks,9,153
but,3,43
butadiene,9,81
butadienes,10,100
butane,6,63
butanes,7,82
butanol,7,85
butanols,8,104
butanone,8,92
butanones,9,111
butch,5,54
butcher,7,77
butchered,9,86
butcheries,10,110
butchering,10,107
butcherly,9,114
butchers,8,96
butchery,8,102
butches,7,78
bute,4,48
butene,6,67
butenes,7,86
buteo,5,63
buteos,6,82
butle,5,60
butled,6,64
butler,6,78
butleries,9,111
butlers,7,97
butlery,7,103
butles,6,79
butling,7,85
buts,4,62
butt,4,63
buttals,7,95
butte,5,68
butted,6,72
butter,6,86
butterball,10,113
butterballs,11,132
buttercup,9,126
buttercups,10,145
buttered,8,95
butterfat,9,113
butterfats,10,132
butterfingered,14,154
butterfingers,13,164
butterfish,10,128
butterfishes,12,152
butterflied,11,122
butterflies,11,137
butterfly,9,129
butterflyer,11,152
butterflyers,12,171
butterflying,12,159
butterier,9,118
butteries,9,119
butteriest,10,139
buttering,9,116
butterless,10,141
buttermilk,10,131
buttermilks,11,150
butternut,9,141
butternuts,10,160
butters,7,105
butterscotch,12,154
butterscotches,14,178
butterweed,10,123
butterweeds,11,142
butterwort,10,162
butterworts,11,181
buttery,7,111
buttes,6,87
butties,7,96
butting,7,93
buttinski,9,125
buttinskies,11,149
buttinsky,9,141
buttock,7,92
buttocks,8,111
button,6,92
buttonball,10,119
buttonballs,11,138
buttonbush,10,142
buttonbushes,12,166
buttoned,8,101
buttoner,8,115
buttoners,9,134
buttonhole,10,132
buttonholed,11,136
buttonholer,11,150
buttonholers,12,169
buttonholes,11,151
buttonholing,12,157
buttonhook,10,141
buttonhooked,12,150
buttonhooking,13,171
buttonhooks,11,160
buttoning,9,122
buttonless,10,147
buttons,7,111
buttonwood,10,149
buttonwoods,11,168
buttony,7,117
buttress,8,124
buttressed,10,133
buttresses,10,148
buttressing,11,154
butts,5,82
buttstock,9,131
buttstocks,10,150
butty,5,88
butut,5,84
bututs,6,103
butyl,5,80
butylate,8,106
butylated,9,110
butylates,9,125
butylating,10,131
butylation,10,139
butylations,11,158
butylene,8,104
butylenes,9,123
butyls,6,99
butyral,7,99
butyraldehyde,13,150
butyraldehydes,14,169
butyrals,8,118
butyrate,8,112
butyrates,9,131
butyric,7,98
butyrin,7,109
butyrins,8,128
butyrophenone,13,178
butyrophenones,14,197
butyrous,8,141
butyryl,7,123
butyryls,8,142
buxom,5,75
buxomer,7,98
buxomest,8,119
buxomly,7,112
buxomness,9,132
buxomnesses,11,156
buy,3,48
buyable,7,68
buyback,7,65
buybacks,8,84
buyer,5,71
buyers,6,90
buying,6,78
buyout,6,104
buyouts,7,123
buys,4,67
buzuki,6,90
buzukia,7,91
buzukis,7,109
buzz,4,75
buzzard,7,98
buzzards,8,117
buzzed,6,84
buzzer,6,98
buzzers,7,117
buzzes,6,99
buzzing,7,105
buzzwig,7,114
buzzwigs,8,133
buzzword,8,135
buzzwords,9,154
bwana,5,41
bwanas,6,60
by,2,27
bye,3,32
byelaw,6,68
byelaws,7,87
byes,4,51
bygone,6,68
bygones,7,87
bylaw,5,63
bylaws,6,82
byline,6,67
bylined,7,71
byliner,7,85
byliners,8,104
bylines,7,86
bylining,8,92
byname,6,60
bynames,7,79
bypass,6,82
bypassed,8,91
bypasses,8,106
bypassing,9,112
bypast,6,83
bypath,6,72
bypaths,7,91
byplay,6,81
byplays,7,100
byproduct,9,124
byproducts,10,143
byre,4,50
byres,5,69
byrl,4,57
byrled,6,66
byrling,7,87
byrls,5,76
byrnie,6,73
byrnies,7,92
byroad,6,65
byroads,7,84
bys,3,46
byssi,5,74
byssinoses,10,146
byssinosis,10,150
byssus,6,105
byssuses,8,129
bystander,9,108
bystanders,10,127
bystreet,8,114
bystreets,9,133
bytalk,6,71
bytalks,7,90
byte,4,52
bytes,5,71
byway,5,76
byways,6,95
byword,6,87
bywords,7,106
bywork,6,94
byworks,7,113
byzant,6,88
byzantine,9,116
byzants,7,107
cab,3,6
cabal,5,19
cabala,6,20
cabalas,7,39
cabaletta,9,65
cabalettas,10,84
cabalism,8,60
cabalisms,9,79
cabalist,8,67
cabalistic,10,79
cabalists,9,86
caballed,8,40
caballero,9,69
caballeros,10,88
caballing,9,61
cabals,6,38
cabana,6,22
cabanas,7,41
cabaret,7,50
cabarets,8,69
cabbage,7,21
cabbaged,8,25
cabbages,8,40
cabbageworm,11,90
cabbageworms,12,109
cabbaging,9,46
cabbala,7,22
cabbalah,8,30
cabbalahs,9,49
cabbalas,8,41
cabbed,6,17
cabbie,6,22
cabbies,7,41
cabbing,7,38
cabby,5,33
cabdriver,9,82
cabdrivers,10,101
caber,5,29
cabernet,8,68
cabernets,9,87
cabers,6,48
cabestro,8,83
cabestros,9,102
cabezon,7,66
cabezone,8,71
cabezones,9,90
cabezons,8,85
cabildo,7,46
cabildos,8,65
cabin,5,29
cabined,7,38
cabinet,7,54
cabinetmaker,12,102
cabinetmakers,13,121
cabinetmaking,13,109
cabinetmakings,14,128
cabinetries,11,105
cabinetry,9,97
cabinets,8,73
cabinetwork,11,121
cabinetworks,12,140
cabining,8,59
cabins,6,48
cable,5,23
cabled,6,27
cablegram,9,62
cablegrams,10,81
cables,6,42
cablet,6,43
cablets,7,62
cableway,8,72
cableways,9,91
cabling,7,48
cabman,6,34
cabmen,6,38
cabob,5,23
cabobs,6,42
caboched,8,41
cabochon,8,61
cabochons,9,80
cabomba,7,37
cabombas,8,56
caboodle,8,57
caboodles,9,76
caboose,7,60
cabooses,8,79
caboshed,8,57
cabotage,8,54
cabotages,9,73
cabresta,8,69
cabrestas,9,88
cabresto,8,83
cabrestos,9,102
cabretta,8,70
cabrettas,9,89
cabrilla,8,58
cabrillas,9,77
cabriole,8,65
cabrioles,9,84
cabriolet,9,85
cabriolets,10,104
cabs,4,25
cabstand,8,64
cabstands,9,83
caca,4,8
cacao,5,23
cacaos,6,42
cacas,5,27
cacciatore,10,78
cachalot,8,63
cachalots,9,82
cache,5,20
cachectic,9,55
cached,6,24
cachepot,8,71
cachepots,9,90
caches,6,39
cachet,6,40
cacheted,8,49
cacheting,9,70
cachets,7,59
cachexia,8,54
cachexias,9,73
cachexic,8,56
cachexies,9,77
cachexy,7,69
caching,7,45
cachinnate,10,78
cachinnated,11,82
cachinnates,11,97
cachinnating,12,103
cachinnation,12,111
cachinnations,13,130
cachou,6,51
cachous,7,70
cachucha,8,48
cachuchas,9,67
cacique,7,59
caciques,8,78
caciquism,9,95
caciquisms,10,114
cackle,6,35
cackled,7,39
cackler,7,53
cacklers,8,72
cackles,7,54
cackling,8,60
cacodemon,9,73
cacodemonic,11,85
cacodemons,10,92
cacodyl,7,63
cacodyls,8,82
cacoethes,9,79
cacographical,13,97
cacographies,12,105
cacography,10,97
cacomistle,10,100
cacomistles,11,119
cacomixl,8,80
cacomixls,9,99
cacophonies,11,108
cacophonous,11,130
cacophonously,13,167
cacophony,9,100
cacti,5,36
cactoid,7,55
cactus,6,67
cactuses,8,91
cacuminal,9,77
cad,3,8
cadaster,8,71
cadasters,9,90
cadastral,9,79
cadastrally,11,116
cadastre,8,71
cadastres,9,90
cadaver,7,54
cadaveric,9,66
cadaverine,10,82
cadaverines,11,101
cadaverous,10,109
cadaverously,12,146
cadavers,8,73
caddice,7,29
caddices,8,48
caddie,6,26
caddied,7,30
caddies,7,45
caddis,6,40
caddises,8,64
caddish,7,48
caddishly,9,85
caddishness,11,105
caddishnesses,13,129
caddisworm,10,109
caddisworms,11,128
caddy,5,37
caddying,8,67
cade,4,13
cadelle,7,42
cadelles,8,61
cadence,7,35
cadenced,8,39
cadences,8,54
cadencies,9,63
cadencing,9,60
cadency,7,55
cadent,6,47
cadential,9,69
cadenza,7,54
cadenzas,8,73
cades,5,32
cadet,5,33
cadets,6,52
cadetship,9,85
cadetships,10,104
cadge,5,20
cadged,6,24
cadger,6,38
cadgers,7,57
cadges,6,39
cadging,7,45
cadgy,5,40
cadi,4,17
cadis,5,36
cadmic,6,33
cadmium,7,64
cadmiums,8,83
cadre,5,31
cadres,6,50
cads,4,27
caducean,8,52
caducei,7,46
caduceus,8,77
caducities,10,94
caducity,8,86
caducous,8,87
caeca,5,13
caecal,6,25
caecally,8,62
caecilian,9,57
caecilians,10,76
caecum,6,46
caeoma,6,38
caeomas,7,57
caesar,6,47
caesarean,9,67
caesareans,10,86
caesarian,9,71
caesarians,10,90
caesars,7,66
caesium,7,71
caesiums,8,90
caespitose,10,112
caestus,7,88
caestuses,9,112
caesura,7,68
caesurae,8,73
caesural,8,80
caesuras,8,87
caesuric,8,79
cafe,4,15
cafes,5,34
cafeteria,9,68
cafeterias,10,87
cafetorium,10,111
cafetoriums,11,130
caff,4,16
caffein,7,44
caffeinated,11,74
caffeine,8,49
caffeines,9,68
caffeins,8,63
caffs,5,35
caftan,6,45
caftans,7,64
cage,4,16
caged,5,20
cageful,7,55
cagefuls,8,74
cageling,8,58
cagelings,9,77
cager,5,34
cagers,6,53
cages,5,35
cagey,5,41
cageyness,9,98
cageynesses,11,122
cagier,6,43
cagiest,7,64
cagily,6,57
caginess,8,77
caginesses,10,101
caging,6,41
cagy,4,36
cahier,6,44
cahiers,7,63
cahoot,6,62
cahoots,7,81
cahow,5,50
cahows,6,69
caid,4,17
caids,5,36
caiman,6,41
caimans,7,60
cain,4,27
cains,5,46
caique,6,56
caiques,7,75
caird,5,35
cairds,6,54
cairn,5,45
cairned,7,54
cairngorm,9,98
cairngorms,10,117
cairns,6,64
cairny,6,70
caisson,7,80
caissons,8,99
caitiff,7,54
caitiffs,8,73
cajaput,7,72
cajaputs,8,91
cajeput,7,76
cajeputs,8,95
cajole,6,46
cajoled,7,50
cajolement,10,98
cajolements,11,117
cajoler,7,64
cajoleries,10,97
cajolers,8,83
cajolery,8,89
cajoles,7,65
cajoling,8,71
cajon,5,43
cajones,7,67
cajuput,7,92
cajuputs,8,111
cake,4,20
caked,5,24
cakes,5,39
cakewalk,8,67
cakewalked,10,76
cakewalker,10,90
cakewalkers,11,109
cakewalking,11,97
cakewalks,9,86
cakey,5,45
cakier,6,47
cakiest,7,68
caking,6,45
caky,4,40
calabash,8,47
calabashes,10,71
calaboose,9,73
calabooses,10,92
caladium,8,64
caladiums,9,83
calamander,10,72
calamanders,11,91
calamar,7,49
calamari,8,58
calamaries,10,82
calamaris,9,77
calamars,8,68
calamary,8,74
calami,6,39
calamine,8,58
calamined,9,62
calamines,9,77
calamining,10,83
calamint,8,73
calamints,9,92
calamite,8,64
calamites,9,83
calamities,10,92
calamitous,10,114
calamitously,12,151
calamity,8,84
calamondin,10,86
calamondins,11,105
calamus,7,70
calando,7,50
calash,6,44
calashes,8,68
calathi,7,54
calathos,8,79
calathus,8,85
calcanea,8,40
calcaneal,9,52
calcanei,8,48
calcaneum,9,73
calcaneus,9,79
calcar,6,38
calcareous,10,98
calcareously,12,135
calcaria,8,48
calcars,7,57
calceate,8,50
calces,6,43
calcic,6,31
calcicole,9,63
calcicoles,10,82
calcicolous,11,113
calciferol,10,84
calciferols,11,103
calciferous,11,112
calcific,8,46
calcification,13,105
calcifications,14,124
calcified,9,52
calcifies,9,67
calcifuge,9,67
calcifuges,10,86
calcifugous,11,117
calcify,7,59
calcifying,10,89
calcimine,9,69
calcimined,10,73
calcimines,10,88
calcimining,11,94
calcination,11,101
calcinations,12,120
calcine,7,47
calcined,8,51
calcines,8,66
calcining,9,72
calcinoses,10,100
calcinosis,10,104
calcite,7,53
calcites,8,72
calcitic,8,60
calcitonin,10,100
calcitonins,11,119
calcium,7,62
calciums,8,81
calcspar,8,73
calcspars,9,92
calctufa,8,67
calctufas,9,86
calctuff,8,72
calctuffs,9,91
calculable,10,72
calculate,9,78
calculated,10,82
calculatedly,12,119
calculatedness,14,139
calculatednesses,16,163
calculates,10,97
calculating,11,103
calculatingly,13,140
calculation,11,111
calculational,13,124
calculations,12,130
calculator,10,106
calculators,11,125
calculi,7,61
calculous,9,107
calculus,8,92
calculuses,10,116
caldaria,8,49
caldarium,9,82
caldera,7,44
calderas,8,63
caldron,7,67
caldrons,8,86
caleche,7,37
caleches,8,56
calefactories,13,117
calefactory,11,109
calendal,8,52
calendar,8,58
calendared,10,67
calendaring,11,88
calendars,9,77
calender,8,62
calendered,10,71
calenderer,10,85
calenderers,11,104
calendering,11,92
calenders,9,81
calendric,9,69
calendrical,11,82
calends,7,58
calendula,9,73
calendulas,10,92
calenture,9,99
calentures,10,118
calesa,6,41
calesas,7,60
calf,4,22
calflike,8,59
calfs,5,41
calfskin,8,75
calfskins,9,94
caliber,7,50
calibers,8,69
calibrate,9,71
calibrated,10,75
calibrates,10,90
calibrating,11,96
calibration,11,104
calibrations,12,123
calibrator,10,99
calibrators,11,118
calibre,7,50
calibred,8,54
calibres,8,69
calices,7,52
caliche,7,41
caliches,8,60
calicle,7,45
calicles,8,64
calico,6,43
calicoes,8,67
calicos,7,62
calif,5,31
califate,8,57
califates,9,76
californium,11,121
californiums,12,140
califs,6,50
caliginous,10,110
calipash,8,69
calipashes,10,93
calipee,7,51
calipees,8,70
caliper,7,64
calipered,9,73
calipering,10,94
calipers,8,83
caliph,6,49
caliphal,8,62
caliphate,9,75
caliphates,10,94
caliphs,7,68
calisaya,8,71
calisayas,9,90
calisthenic,11,103
calisthenics,12,122
calix,5,49
calk,4,27
calked,6,36
calker,6,50
calkers,7,69
calkin,6,50
calking,7,57
calkins,7,69
calks,5,46
call,4,28
calla,5,29
callable,8,48
callaloo,8,71
callaloos,9,90
callan,6,43
callans,7,62
callant,7,63
callants,8,82
callas,6,48
callback,8,45
callbacks,9,64
callboy,7,70
callboys,8,89
called,6,37
caller,6,51
callers,7,70
callet,6,53
callets,7,72
calligrapher,12,110
calligraphers,13,129
calligraphic,12,99
calligraphically,16,149
calligraphies,13,120
calligraphist,13,135
calligraphists,14,154
calligraphy,11,112
calling,7,58
callings,8,77
calliope,8,73
calliopes,9,92
callipee,8,63
callipees,9,82
calliper,8,76
callipered,10,85
callipering,11,106
callipers,9,95
callipygian,11,109
callipygous,11,140
callithump,10,115
callithumpian,13,139
callithumps,11,134
callose,7,67
calloses,8,86
callosities,11,124
callosity,9,116
callous,7,83
calloused,9,92
callouses,9,107
callousing,10,113
callously,9,120
callousness,11,140
callousnesses,13,164
callow,6,66
callower,8,89
callowest,9,110
callowness,10,123
callownesses,12,147
calls,5,47
callus,6,68
callused,8,77
calluses,8,92
callusing,9,98
calm,4,29
calmative,9,86
calmatives,10,105
calmed,6,38
calmer,6,52
calmest,7,73
calming,7,59
calmly,6,66
calmness,8,86
calmnesses,10,110
calmodulin,10,104
calmodulins,11,123
calms,5,48
calo,4,31
calomel,7,61
calomels,8,80
caloric,7,61
calorically,11,111
calorics,8,80
calorie,7,63
calories,8,82
calorific,9,76
calorimeter,11,119
calorimeters,12,138
calorimetric,12,126
calorimetrically,16,176
calorimetries,13,147
calorimetry,11,139
calorize,8,89
calorized,9,93
calorizes,9,108
calorizing,10,114
calory,6,74
calotte,7,76
calottes,8,95
calotype,8,97
calotypes,9,116
caloyer,7,79
caloyers,8,98
calpac,6,36
calpack,7,47
calpacks,8,66
calpacs,7,55
calque,6,59
calqued,7,63
calques,7,78
calquing,8,84
calthrop,8,93
calthrops,9,112
caltrap,7,71
caltraps,8,90
caltrop,7,85
caltrops,8,104
calumet,7,75
calumets,8,94
calumniate,10,99
calumniated,11,103
calumniates,11,118
calumniating,12,124
calumniation,12,132
calumniations,13,151
calumniator,11,127
calumniators,12,146
calumnies,9,97
calumnious,10,128
calumniously,12,165
calumny,7,89
calutron,8,104
calutrons,9,123
calvados,8,77
calvadoses,10,101
calvaria,8,67
calvarias,9,86
calvaries,9,90
calvarium,9,100
calvary,7,82
calve,5,43
calved,6,47
calves,6,62
calving,7,68
calx,4,40
calxes,6,64
calycate,8,70
calyceal,8,62
calyces,7,68
calycine,8,72
calycle,7,61
calycles,8,80
calyculi,8,86
calyculus,9,117
calypso,7,91
calypsoes,9,115
calypsonian,11,129
calypsonians,12,148
calypsos,8,110
calypter,8,100
calypters,9,119
calyptra,8,96
calyptras,9,115
calyx,5,65
calyxes,7,89
calzone,7,76
calzones,8,95
cam,3,17
camail,6,39
camailed,8,48
camails,7,58
camaraderie,11,78
camaraderies,12,97
camarilla,9,70
camarillas,10,89
camas,5,37
camases,7,61
camass,6,56
camasses,8,80
camber,6,42
cambered,8,51
cambering,9,72
cambers,7,61
cambia,6,29
cambial,7,41
cambism,7,60
cambisms,8,79
cambist,7,67
cambists,8,86
cambium,7,62
cambiums,8,81
cambogia,8,51
cambogias,9,70
cambric,7,49
cambrics,8,68
camcorder,9,80
camcorders,10,99
came,4,22
camel,5,34
camelback,9,51
camelbacks,10,70
cameleer,8,62
cameleers,9,81
camelia,7,44
camelias,8,63
camellia,8,56
camellias,9,75
camelopard,10,88
camelopards,11,107
camels,6,53
cameo,5,37
cameoed,7,46
cameoing,8,67
cameos,6,56
camera,6,41
camerae,7,46
cameral,7,53
cameraman,9,69
cameramen,9,73
cameraperson,12,128
camerapersons,13,147
cameras,7,60
camerawoman,11,107
camerawomen,11,111
camerlengo,10,93
camerlengos,11,112
cames,5,41
camion,6,55
camions,7,74
camisa,6,46
camisade,8,55
camisades,9,74
camisado,8,65
camisadoes,10,89
camisados,9,84
camisas,7,65
camise,6,50
camises,7,69
camisia,7,55
camisias,8,74
camisole,8,77
camisoles,9,96
camlet,6,54
camlets,7,73
camomile,8,71
camomiles,9,90
camorra,7,69
camorras,8,88
camorrista,10,117
camorristi,10,125
camouflage,10,84
camouflageable,14,104
camouflaged,11,88
camouflages,11,103
camouflagic,11,91
camouflaging,12,109
camp,4,33
campagna,8,56
campagne,8,60
campaign,8,64
campaigned,10,73
campaigner,10,87
campaigners,11,106
campaigning,11,94
campaigns,9,83
campanile,9,74
campaniles,10,93
campanili,9,78
campanologies,13,130
campanologist,13,145
campanologists,14,164
campanology,11,122
campanula,9,82
campanulas,10,101
campanulate,11,107
campcraft,9,81
campcrafts,10,100
camped,6,42
camper,6,56
campers,7,75
campesino,9,95
campesinos,10,114
campestral,10,108
campfire,8,71
campfires,9,90
campground,10,112
campgrounds,11,131
camphene,8,65
camphenes,9,84
camphine,8,69
camphines,9,88
camphire,8,73
camphires,9,92
camphol,7,68
camphols,8,87
camphor,7,74
camphoraceous,13,138
camphorate,10,100
camphorated,11,104
camphorates,11,119
